,sent_id,sent,phrase_id,phrase,phrase_span,entity_id,entity,CE,label
0,2948,"Amicrobial pustulosis associated with autoimmune disease (APAD) is a rare clinical condition, characterized by relapsing pustular eruption, affecting mainly the skin folds.",0,Amicrobial pustulosis,"(0, 21)",0,Amicrobial pustulosis,effect,DISEASE
0,2949,"Participants linked their experience of fatigue to feeling of depression, frustration, irritation and anxiety, and therefore, fatigue was suggested to have had a large impact on their psychological well-being.",0,"fatigue to feeling of depression, frustration, irritation and anxiety","(40, 109)",0,fatigue,cause,DISEASE
1,2949,"Participants linked their experience of fatigue to feeling of depression, frustration, irritation and anxiety, and therefore, fatigue was suggested to have had a large impact on their psychological well-being.",0,"fatigue to feeling of depression, frustration, irritation and anxiety","(40, 109)",1,depression,cause,DISEASE
2,2949,"Participants linked their experience of fatigue to feeling of depression, frustration, irritation and anxiety, and therefore, fatigue was suggested to have had a large impact on their psychological well-being.",0,"fatigue to feeling of depression, frustration, irritation and anxiety","(40, 109)",2,irritation,cause,DISEASE
3,2949,"Participants linked their experience of fatigue to feeling of depression, frustration, irritation and anxiety, and therefore, fatigue was suggested to have had a large impact on their psychological well-being.",0,"fatigue to feeling of depression, frustration, irritation and anxiety","(40, 109)",3,anxiety,cause,DISEASE
0,2950,Uveitis and acute renal failure can be seen in various immune-mediated systemic diseases.,0,Uveitis,"(0, 7)",0,Uveitis,cause,DISEASE
0,2950,Uveitis and acute renal failure can be seen in various immune-mediated systemic diseases.,0,renal failure,"(18, 31)",0,acute renal failure,effect,DISEASE
0,2953,"Intravenous enoxaparin, followed by oral warfarin, was initiated as treatment for cerebral venous sinus thrombosis.",1,oral warfarin,"(36, 49)",0,warfarin,cause,CHEMICAL
0,2953,"Intravenous enoxaparin, followed by oral warfarin, was initiated as treatment for cerebral venous sinus thrombosis.",2,is,"(112, 114)",0,cerebral venous sinus thrombosis,effect,DISEASE
0,2954,Plasma exchange and corticosteroid therapy were effective to control TTP.,0,control TTP,"(61, 72)",0,TTP,effect,DISEASE
0,2955,"Systemic lupus erythematosus (SLE) is an autoimmune disease characterized by auto antibodies directed against self-antigens, immune complex formation and immune deregulations and may affect joints, skin, kidneys, heart, lungs, nervous system, and immune system.",0,auto,"(41, 45)",0,autoimmune disease,effect,DISEASE
1,2955,"Systemic lupus erythematosus (SLE) is an autoimmune disease characterized by auto antibodies directed against self-antigens, immune complex formation and immune deregulations and may affect joints, skin, kidneys, heart, lungs, nervous system, and immune system.",2,disease,"(52, 59)",0,autoimmune disease,effect,DISEASE
0,2956,"Primary Sjogrens syndrome (pSS) is a chronic, inflammatory autoimmune disease characterised by lymphocytic infiltrations in the exocrine glands, resulting in destruction of salivary and lacrimal glands.",0,Primary Sjogrens syndrome,"(0, 25)",0,Primary Sjogrens syndrome,cause,DISEASE
1,2956,"Primary Sjogrens syndrome (pSS) is a chronic, inflammatory autoimmune disease characterised by lymphocytic infiltrations in the exocrine glands, resulting in destruction of salivary and lacrimal glands.",1,immune disease,"(63, 77)",0,autoimmune disease,cause,DISEASE
0,2957,Both hypo- and hyperthyroidism can be caused by autoimmune disorders.,0,autoimmune disorders,"(48, 68)",0,autoimmune disorders,cause,DISEASE
0,2957,Both hypo- and hyperthyroidism can be caused by autoimmune disorders.,0,Both hypo- and hyperthyroidism,"(0, 30)",0,hypo-,effect,DISEASE
1,2957,Both hypo- and hyperthyroidism can be caused by autoimmune disorders.,0,Both hypo- and hyperthyroidism,"(0, 30)",1,hyperthyroidism,effect,DISEASE
0,2958,"Signs and symptoms such as oral hyposalivation, xerostomia, temporomandibular joint disorders, lesions of the oral mucosa, periodontal disease, dysphagia, and dysphonia may be the first expression of these rheumatic diseases.",1,d,"(144, 145)",0,dysphagia,cause,DISEASE
0,2958,"Signs and symptoms such as oral hyposalivation, xerostomia, temporomandibular joint disorders, lesions of the oral mucosa, periodontal disease, dysphagia, and dysphonia may be the first expression of these rheumatic diseases.",2,"erostomia, temporomandibular joint disorders,","(49, 94)",0,xerostomia,effect,DISEASE
1,2958,"Signs and symptoms such as oral hyposalivation, xerostomia, temporomandibular joint disorders, lesions of the oral mucosa, periodontal disease, dysphagia, and dysphonia may be the first expression of these rheumatic diseases.",2,"erostomia, temporomandibular joint disorders,","(49, 94)",1,temporomandibular joint disorders,effect,DISEASE
2,2958,"Signs and symptoms such as oral hyposalivation, xerostomia, temporomandibular joint disorders, lesions of the oral mucosa, periodontal disease, dysphagia, and dysphonia may be the first expression of these rheumatic diseases.",5,"ysphagia,","(145, 154)",0,dysphagia,effect,DISEASE
3,2958,"Signs and symptoms such as oral hyposalivation, xerostomia, temporomandibular joint disorders, lesions of the oral mucosa, periodontal disease, dysphagia, and dysphonia may be the first expression of these rheumatic diseases.",6,dys,"(159, 162)",0,dysphonia,effect,DISEASE
4,2958,"Signs and symptoms such as oral hyposalivation, xerostomia, temporomandibular joint disorders, lesions of the oral mucosa, periodontal disease, dysphagia, and dysphonia may be the first expression of these rheumatic diseases.",7,ia,"(166, 168)",0,dysphonia,effect,DISEASE
0,2961,"However, the patient developed anemia and thrombocytopenia and was transferred to our hospital for further care.",1,anemia,"(31, 37)",0,anemia,cause,DISEASE
0,2962,There was need of hospitalization and the situation was considered to be secondary to corticosteroids at high doses.,0,corticosteroids at high doses,"(86, 115)",0,corticosteroids,cause,CHEMICAL
0,2965,"Prompt diagnosis of vasculitis is necessary because neuropathy may be the first symptom of vasculitic syndrome, and it is crucial for the management of patients.",0,neuropathy may be the first symptom of vasculitic syndrome,"(52, 110)",0,neuropathy,cause,DISEASE
1,2965,"Prompt diagnosis of vasculitis is necessary because neuropathy may be the first symptom of vasculitic syndrome, and it is crucial for the management of patients.",0,neuropathy may be the first symptom of vasculitic syndrome,"(52, 110)",1,vasculitic syndrome,cause,DISEASE
0,2965,"Prompt diagnosis of vasculitis is necessary because neuropathy may be the first symptom of vasculitic syndrome, and it is crucial for the management of patients.",0,Prompt diagnosis of vasculitis is necessary,"(0, 43)",0,vasculitis,effect,DISEASE
0,2967,Primary Sjogrens syndrome (pSjS) is a chronic autoimmune disease that causes dry eye and mouth.,0,chronic autoimmune disease,"(38, 64)",0,autoimmune disease,cause,DISEASE
0,2971,"This study aims to assess the physical function of primary SS patients and determine the relationship between the functional impairment experienced by primary SS patients and disease activity, patient-reported symptoms, and quality of life.",0,functional impairment experienced,"(114, 147)",0,functional impairment,effect,DISEASE
1,2971,"This study aims to assess the physical function of primary SS patients and determine the relationship between the functional impairment experienced by primary SS patients and disease activity, patient-reported symptoms, and quality of life.",1,primary SS patients,"(151, 170)",0,SS,effect,CHEMICAL
0,2972,Levels of L1 messenger RNA transcripts were increased in lupus nephritis kidneys and in MSG tissue from patients with SS.,0,patients with SS,"(104, 120)",0,SS,cause,DISEASE
0,2973,"Circulating IgG antibodies against tTG were detected in NOD mice with titers that decreased at early pregnancy; interestingly, the in vitro transamidating activity of tTG was reduced by NOD serum samples.",0,G were detected in NOD mice,"(37, 64)",0,NOD,effect,DISEASE
0,2975,Patients with pSS have a 16-fold increased risk of developing lymphoma.,0,with pSS have,"(9, 22)",0,pSS,cause,DISEASE
0,2977,"One case of uri- nary tract infections occurred in the control group, while no obvious adverse event occurred in the exper- imental group.",1,uri- nary tract infections,"(12, 38)",0,uri- nary tract infections,cause,DISEASE
0,2982,"Sjogrens syndrome is a systemic autoimmune disease characterized by immune- mediated injury of exocrine glands, as well as a diverse array of extraglandular manifestations.",0,Sjogrens,"(0, 8)",0,Sjogrens syndrome,cause,DISEASE
1,2982,"Sjogrens syndrome is a systemic autoimmune disease characterized by immune- mediated injury of exocrine glands, as well as a diverse array of extraglandular manifestations.",2,mediated injury,"(76, 91)",0,"injury of exocrine glands, as well as a diverse array of extraglandular manifestations",cause,DISEASE
0,2982,"Sjogrens syndrome is a systemic autoimmune disease characterized by immune- mediated injury of exocrine glands, as well as a diverse array of extraglandular manifestations.",0,syndrome,"(9, 17)",0,Sjogrens syndrome,effect,DISEASE
1,2982,"Sjogrens syndrome is a systemic autoimmune disease characterized by immune- mediated injury of exocrine glands, as well as a diverse array of extraglandular manifestations.",1,a systemic autoimmune disease,"(21, 50)",0,systemic autoimmune disease,effect,DISEASE
0,2983,"A positive rheumatoid factor (RF) is often seen and so if patients present with arthritis, dryness and a positive RF a diagnosis of pSS should be considered as a possible alternative to RA.",0,positive r,"(2, 12)",0,rheumatoid,cause,DISEASE
0,2983,"A positive rheumatoid factor (RF) is often seen and so if patients present with arthritis, dryness and a positive RF a diagnosis of pSS should be considered as a possible alternative to RA.",0,a diagnosis of pSS should be considered,"(117, 156)",0,pSS,effect,DISEASE
0,2984,Pharmacists familiar with recommended treatment options can provide advice and counseling to Sjogrens syndrome patients on multi-drug regimens prescribed by different health care practitioners.Pharmacistsfrom datamining of electronic health records.,3,Sjogrens syndrome patients on,"(93, 122)",0,Sjogrens syndrome,effect,DISEASE
0,2985,"RGTA treatment was effective and safe in this small series of 3 patients suffering from SS associated with recurrent or chronic superficial ulcerative keratitis resistant to conventional therapy.13 University, Bobigny.13 University, Bobigny.and Novartis; Dr Audrey Giocanti-Aur‚àö¬©gan is a consultant for Allergan, Alimera, Bayer, Novartis, and Optos Plc.",0,recurrent or chronic superficial ul,"(107, 142)",0,ulcerative keratitis,cause,DISEASE
0,2986,"Magnetic resonance angiography suggested stenosis in the left anterior, middle, and posterior cerebral arteries.",0,"stenosis in the left anterior, middle, and posterior cerebral arteries","(41, 111)",0,stenosis,effect,DISEASE
0,2987,Resolvins are potent anti-inflammatory mediators derived from ≈ì√¢-3 fatty acids.,0,Resolvins,"(0, 9)",0,Resolvins,cause,CHEMICAL
0,2988,We report here an atypical case of diffuse cutaneous SSc where renal insufficiency progressed slowly to end-stage renal failure over a 14-year follow-up period after the diagnosis of SSc.,0,renal insufficiency,"(63, 82)",0,renal insufficiency,cause,DISEASE
0,2988,We report here an atypical case of diffuse cutaneous SSc where renal insufficiency progressed slowly to end-stage renal failure over a 14-year follow-up period after the diagnosis of SSc.,0,end-stage renal failure,"(104, 127)",0,end-stage renal failure,effect,DISEASE
0,2989,The diagnosis of SS depends on both clinical evaluation and specific antibodies.,0,The diagnosis of SS depends,"(0, 27)",0,SS,effect,CHEMICAL
0,2991,We report on a 9-yr-old boy with progressive left ventricular (LV) dilatation and dysfunction following chronic VVI pacemaker therapy for congenital complete atrioventricular block associated with maternal anti-SSA/Ro and SSB/La antibody.,1,maternal anti-SSA/Ro and SSB,"(197, 225)",0,anti-SSA/Ro,cause,DISEASE
1,2991,We report on a 9-yr-old boy with progressive left ventricular (LV) dilatation and dysfunction following chronic VVI pacemaker therapy for congenital complete atrioventricular block associated with maternal anti-SSA/Ro and SSB/La antibody.,1,maternal anti-SSA/Ro and SSB,"(197, 225)",1,SSB/La,cause,DISEASE
0,2992,"We considered a diagnosis of either axial spondyloarthritis or synovitis acne, pustulosis, hyperostosis and osteitis (SAPHO) syndrome due to an opportunistic tonsillar infection.",0,opportunistic tonsillar infection,"(144, 177)",0,opportunistic tonsillar infection,cause,DISEASE
0,2994,"Myeloperoxidase anti-neutrophil cytoplasmic antibodies, anti-SS-A/SS-B antibodies and anti-centromere antibodies were positive.",4,-B,"(68, 70)",0,anti-SS-A/SS-B,effect,DISEASE
